"GpsTime","Y","X","Z","Pitch","Azimuth"
407124.760000,3289457.898461,275054.550093,532.395199,5.374992,-89.601033
407124.770000,3289457.915692,275053.879522,532.421241,5.399867,-89.605672
407124.780000,3289457.932896,275053.209005,532.447600,5.424098,-89.610255
407124.790000,3289457.950074,275052.538542,532.474278,5.447669,-89.614782
407124.800000,3289457.967225,275051.868133,532.501278,5.470561,-89.619253
407124.810000,3289457.984350,275051.197781,532.528602,5.492759,-89.623667
407124.820000,3289458.001450,275050.527485,532.556252,5.514246,-89.628025
407124.830000,3289458.018525,275049.857247,532.584230,5.535004,-89.632326
407124.840000,3289458.035575,275049.187067,532.612538,5.555017,-89.636570
407124.850000,3289458.052601,275048.516946,532.641179,5.574268,-89.640757
407124.860000,3289458.069603,275047.846884,532.670154,5.592741,-89.644887
407124.870000,3289458.086581,275047.176884,532.699467,5.610417,-89.648960
407124.880000,3289458.103536,275046.506945,532.729119,5.627280,-89.652974
407124.890000,3289458.120469,275045.837069,532.759111,5.643314,-89.656932
407124.900000,3289458.137380,275045.167256,532.789448,5.658501,-89.660831
407124.910000,3289458.154268,275044.497507,532.820130,5.672825,-89.664672
407124.920000,3289458.171135,275043.827823,532.851159,5.686268,-89.668455
407124.930000,3289458.187981,275043.158204,532.882539,5.698814,-89.672180
407124.940000,3289458.204806,275042.488652,532.914271,5.710446,-89.675846
407124.950000,3289458.221611,275041.819168,532.946358,5.721148,-89.679453
407124.960000,3289458.238396,275041.149752,532.978801,5.730900,-89.683002
407124.970000,3289458.255161,275040.480404,533.011602,5.739689,-89.686491
407124.980000,3289458.271907,275039.811127,533.044765,5.747496,-89.689921
407124.990000,3289458.288634,275039.141920,533.078291,5.754303,-89.693292
407125.000000,3289458.305343,275038.472784,533.112182,5.760096,-89.696603
407125.010000,3289458.322034,275037.803721,533.146439,5.764859,-89.699855
407125.020000,3289458.338707,275037.134730,533.181059,5.768599,-89.703048
407125.030000,3289458.355363,275036.465809,533.216034,5.771330,-89.706182
407125.040000,3289458.372000,275035.796960,533.251361,5.773068,-89.709259
407125.050000,3289458.388620,275035.128180,533.287032,5.773828,-89.712278
407125.060000,3289458.405221,275034.459470,533.323043,5.773623,-89.715240
407125.070000,3289458.421806,275033.790829,533.359388,5.772468,-89.718146
407125.080000,3289458.438372,275033.122256,533.396061,5.770379,-89.720995
407125.090000,3289458.454921,275032.453751,533.433058,5.767369,-89.723789
407125.100000,3289458.471453,275031.785313,533.470371,5.763454,-89.726528
407125.110000,3289458.487967,275031.116942,533.507996,5.758648,-89.729212
407125.120000,3289458.504463,275030.448637,533.545927,5.752967,-89.731841
407125.130000,3289458.520942,275029.780398,533.584159,5.746423,-89.734417
407125.140000,3289458.537404,275029.112223,533.622685,5.739034,-89.736940
407125.150000,3289458.553849,275028.444113,533.661501,5.730812,-89.739410
407125.160000,3289458.570276,275027.776067,533.700600,5.721772,-89.741827
407125.170000,3289458.586686,275027.108084,533.739978,5.711930,-89.744193
407125.180000,3289458.603079,275026.440164,533.779628,5.701301,-89.746507
407125.190000,3289458.619455,275025.772306,533.819545,5.689897,-89.748770
407125.200000,3289458.635814,275025.104509,533.859723,5.677735,-89.750983
407125.210000,3289458.652156,275024.436774,533.900157,5.664830,-89.753146
407125.220000,3289458.668481,275023.769099,533.940841,5.651195,-89.755259
407125.230000,3289458.684789,275023.101483,533.981770,5.636845,-89.757322
407125.240000,3289458.701081,275022.433928,534.022938,5.621796,-89.759338
407125.250000,3289458.717355,275021.766431,534.064340,5.606061,-89.761305
407125.260000,3289458.733613,275021.098992,534.105969,5.589656,-89.763224
407125.270000,3289458.749854,275020.431610,534.147820,5.572596,-89.765096
407125.280000,3289458.766078,275019.764286,534.189888,5.554894,-89.766921
407125.290000,3289458.782286,275019.097019,534.232167,5.536566,-89.768700
407125.300000,3289458.798477,275018.429807,534.274652,5.517626,-89.770433
407125.310000,3289458.814652,275017.762651,534.317337,5.498088,-89.772120
407125.320000,3289458.830810,275017.095549,534.360216,5.477969,-89.773763
407125.330000,3289458.846952,275016.428502,534.403283,5.457282,-89.775361
407125.340000,3289458.863078,275015.761508,534.446534,5.436042,-89.776915
407125.350000,3289458.879187,275015.094568,534.489962,5.414264,-89.778426
407125.360000,3289458.895280,275014.427680,534.533563,5.391962,-89.779893
407125.370000,3289458.911357,275013.760844,534.577329,5.369151,-89.781318
407125.380000,3289458.927418,275013.094059,534.621257,5.345845,-89.782700
407125.390000,3289458.943462,275012.427325,534.665340,5.322061,-89.784041
407125.400000,3289458.959491,275011.760642,534.709572,5.297811,-89.785341
407125.410000,3289458.975503,275011.094008,534.753948,5.273111,-89.786600
407125.420000,3289458.991500,275010.427424,534.798463,5.247976,-89.787818
407125.430000,3289459.007480,275009.760888,534.843111,5.222420,-89.788997
407125.440000,3289459.023445,275009.094400,534.887886,5.196457,-89.790136
407125.450000,3289459.039394,275008.427959,534.932783,5.170104,-89.791237
407125.460000,3289459.055327,275007.761565,534.977796,5.143373,-89.792299
407125.470000,3289459.071245,275007.095218,535.022919,5.116281,-89.793323
407125.480000,3289459.087147,275006.428917,535.068148,5.088840,-89.794309
407125.490000,3289459.103033,275005.762660,535.113475,5.061068,-89.795258
407125.500000,3289459.118904,275005.096449,535.158897,5.032978,-89.796171
407125.510000,3289459.134759,275004.430281,535.204406,5.004583,-89.797048
407125.520000,3289459.150598,275003.764157,535.249999,4.975901,-89.797889
407125.530000,3289459.166423,275003.098076,535.295668,4.946944,-89.798694
407125.540000,3289459.182231,275002.432037,535.341409,4.917728,-89.799465
407125.550000,3289459.198025,275001.766040,535.387215,4.888268,-89.800202
407125.560000,3289459.213803,275001.100084,535.433082,4.858578,-89.800905
407125.570000,3289459.229566,275000.434169,535.479003,4.828672,-89.801574
407125.580000,3289459.245314,274999.768294,535.524974,4.798566,-89.802211
407125.590000,3289459.261047,274999.102459,535.570988,4.768274,-89.802815
407125.600000,3289459.276765,274998.436662,535.617040,4.737811,-89.803387
407125.610000,3289459.292467,274997.770904,535.663124,4.707191,-89.803928
407125.620000,3289459.308155,274997.105184,535.709235,4.676430,-89.804437
407125.630000,3289459.323828,274996.439501,535.755367,4.645542,-89.804916
407125.640000,3289459.339486,274995.773855,535.801515,4.614541,-89.805365
407125.650000,3289459.355129,274995.108245,535.847673,4.583442,-89.805784
407125.660000,3289459.370757,274994.442671,535.893835,4.552261,-89.806174
407125.670000,3289459.386370,274993.777131,535.939996,4.521011,-89.806536
407125.680000,3289459.401969,274993.111626,535.986150,4.489707,-89.806869
407125.690000,3289459.417553,274992.446155,536.032292,4.458364,-89.807174
407125.700000,3289459.433123,274991.780717,536.078415,4.426998,-89.807452
407125.710000,3289459.448678,274991.115312,536.124516,4.395621,-89.807703
407125.720000,3289459.464219,274990.449940,536.170587,4.364250,-89.807928
407125.730000,3289459.479745,274989.784599,536.216623,4.332898,-89.808126
407125.740000,3289459.495257,274989.119289,536.262619,4.301581,-89.808300
407125.750000,3289459.510754,274988.454009,536.308570,4.270313,-89.808448
407125.760000,3289459.526237,274987.788760,536.354468,4.239109,-89.808572
407125.770000,3289459.541706,274987.123539,536.400310,4.207983,-89.808671
407125.780000,3289459.557161,274986.458348,536.446089,4.176950,-89.808747
407125.790000,3289459.572601,274985.793185,536.491800,4.146026,-89.808800
407125.800000,3289459.588028,274985.128049,536.537437,4.115224,-89.808830
407125.810000,3289459.603440,274984.462941,536.582995,4.084559,-89.808838
407125.820000,3289459.618839,274983.797859,536.628467,4.054046,-89.808824
407125.830000,3289459.634223,274983.132803,536.673850,4.023700,-89.808789
407125.840000,3289459.649594,274982.467773,536.719135,3.993535,-89.808733
407125.850000,3289459.664950,274981.802767,536.764320,3.963566,-89.808656
407125.860000,3289459.680293,274981.137786,536.809397,3.933807,-89.808560
407125.870000,3289459.695622,274980.472828,536.854360,3.904274,-89.808444
407125.880000,3289459.710938,274979.807894,536.899206,3.874982,-89.808309
407125.890000,3289459.726240,274979.142982,536.943927,3.845944,-89.808156
407125.900000,3289459.741528,274978.478093,536.988519,3.817175,-89.807985
407125.910000,3289459.756802,274977.813224,537.032975,3.788690,-89.807796
407125.920000,3289459.772063,274977.148377,537.077291,3.760504,-89.807590
407125.930000,3289459.787311,274976.483550,537.121460,3.732632,-89.807367
407125.940000,3289459.802545,274975.818742,537.165477,3.705088,-89.807128
407125.950000,3289459.817766,274975.153954,537.209337,3.677887,-89.806873
407125.960000,3289459.832974,274974.489185,537.253033,3.651043,-89.806603
407125.970000,3289459.848168,274973.824434,537.296561,3.624572,-89.806318
407125.980000,3289459.863349,274973.159700,537.339914,3.598487,-89.806019
407125.990000,3289459.878517,274972.494983,537.383087,3.572804,-89.805706
407126.000000,3289459.893672,274971.830282,537.426075,3.547537,-89.805380
407126.010000,3289459.908814,274971.165598,537.468872,3.522697,-89.805040
407126.020000,3289459.923942,274970.500928,537.511478,3.498281,-89.804687
407126.030000,3289459.939058,274969.836275,537.553892,3.474282,-89.804320
407126.040000,3289459.954160,274969.171636,537.596115,3.450694,-89.803940
407126.050000,3289459.969250,274968.507012,537.638145,3.427511,-89.803547
407126.060000,3289459.984326,274967.842403,537.679982,3.404727,-89.803142
407126.070000,3289459.999389,274967.177808,537.721627,3.382335,-89.802725
407126.080000,3289460.014439,274966.513227,537.763078,3.360330,-89.802295
407126.090000,3289460.029476,274965.848660,537.804336,3.338705,-89.801853
407126.100000,3289460.044500,274965.184107,537.845400,3.317454,-89.801400
407126.110000,3289460.059511,274964.519567,537.886269,3.296571,-89.800936
407126.120000,3289460.074509,274963.855041,537.926945,3.276050,-89.800460
407126.130000,3289460.089494,274963.190527,537.967426,3.255885,-89.799973
407126.140000,3289460.104466,274962.526026,538.007711,3.236068,-89.799476
407126.150000,3289460.119425,274961.861538,538.047802,3.216596,-89.798968
407126.160000,3289460.134370,274961.197061,538.087697,3.197460,-89.798449
407126.170000,3289460.149303,274960.532597,538.127396,3.178655,-89.797921
407126.180000,3289460.164223,274959.868144,538.166898,3.160174,-89.797383
407126.190000,3289460.179129,274959.203703,538.206205,3.142013,-89.796836
407126.200000,3289460.194023,274958.539273,538.245314,3.124163,-89.796279
407126.210000,3289460.208903,274957.874855,538.284227,3.106620,-89.795713
407126.220000,3289460.223771,274957.210447,538.322942,3.089377,-89.795139
407126.230000,3289460.238625,274956.546049,538.361459,3.072427,-89.794555
407126.240000,3289460.253467,274955.881662,538.399779,3.055766,-89.793964
407126.250000,3289460.268295,274955.217285,538.437900,3.039386,-89.793364
407126.260000,3289460.283110,274954.552917,538.475823,3.023281,-89.792756
407126.270000,3289460.297913,274953.888559,538.513546,3.007445,-89.792141
407126.280000,3289460.312702,274953.224211,538.551071,2.991872,-89.791519
407126.290000,3289460.327478,274952.559871,538.588396,2.976556,-89.790889
407126.300000,3289460.342242,274951.895541,538.625522,2.961491,-89.790252
407126.310000,3289460.356992,274951.231219,538.662447,2.946670,-89.789609
407126.320000,3289460.371729,274950.566905,538.699172,2.932087,-89.788959
407126.330000,3289460.386454,274949.902600,538.735696,2.917737,-89.788302
407126.340000,3289460.401165,274949.238302,538.772020,2.903612,-89.787640
407126.350000,3289460.415863,274948.574013,538.808142,2.889708,-89.786972
407126.360000,3289460.430549,274947.909730,538.844062,2.876016,-89.786299
407126.370000,3289460.445221,274947.245455,538.879781,2.862533,-89.785620
407126.380000,3289460.459881,274946.581186,538.915298,2.849250,-89.784936
407126.390000,3289460.474527,274945.916925,538.950612,2.836163,-89.784248
407126.400000,3289460.489161,274945.252669,538.985723,2.823264,-89.783555
407126.410000,3289460.503781,274944.588420,539.020632,2.810548,-89.782857
407126.420000,3289460.518388,274943.924177,539.055337,2.798009,-89.782156
407126.430000,3289460.532983,274943.259940,539.089838,2.785640,-89.781450
407126.440000,3289460.547565,274942.595708,539.124136,2.773436,-89.780741
407126.450000,3289460.562133,274941.931482,539.158229,2.761389,-89.780029
407126.460000,3289460.576689,274941.267260,539.192118,2.749494,-89.779313
407126.470000,3289460.591232,274940.603043,539.225802,2.737745,-89.778594
407126.480000,3289460.605761,274939.938831,539.259281,2.726135,-89.777873
407126.490000,3289460.620278,274939.274623,539.292554,2.714659,-89.777149
407126.500000,3289460.634782,274938.610419,539.325622,2.703310,-89.776423
407126.510000,3289460.649273,274937.946219,539.358483,2.692082,-89.775695
407126.520000,3289460.663751,274937.282023,539.391139,2.680969,-89.774965
407126.530000,3289460.678216,274936.617829,539.423588,2.669965,-89.774234
407126.540000,3289460.692668,274935.953639,539.455829,2.659062,-89.773502
407126.550000,3289460.707107,274935.289452,539.487864,2.648257,-89.772768
407126.560000,3289460.721534,274934.625267,539.519691,2.637541,-89.772034
407126.570000,3289460.735947,274933.961085,539.551311,2.626909,-89.771299
407126.580000,3289460.750347,274933.296905,539.582722,2.616355,-89.770564
407126.590000,3289460.764735,274932.632727,539.613925,2.605873,-89.769828
407126.600000,3289460.779109,274931.968550,539.644919,2.595456,-89.769093
407126.610000,3289460.793471,274931.304375,539.675704,2.585099,-89.768358
407126.620000,3289460.807820,274930.640201,539.706280,2.574794,-89.767624
407126.630000,3289460.822156,274929.976028,539.736647,2.564537,-89.766890
407126.640000,3289460.836479,274929.311856,539.766803,2.554320,-89.766158
407126.650000,3289460.850789,274928.647684,539.796750,2.544138,-89.765427
407126.660000,3289460.865086,274927.983512,539.826485,2.533984,-89.764697
407126.670000,3289460.879370,274927.319340,539.856011,2.523852,-89.763970
407126.680000,3289460.893641,274926.655168,539.885325,2.513737,-89.763244
407126.690000,3289460.907900,274925.990996,539.914427,2.503631,-89.762521
407126.700000,3289460.922146,274925.326822,539.943318,2.493529,-89.761800
407126.710000,3289460.936378,274924.662648,539.971997,2.483425,-89.761081
407126.720000,3289460.950598,274923.998473,540.000464,2.473312,-89.760366
407126.730000,3289460.964805,274923.334296,540.028718,2.463184,-89.759654
407126.740000,3289460.978999,274922.670117,540.056759,2.453035,-89.758946
407126.750000,3289460.993180,274922.005937,540.084587,2.442859,-89.758241
407126.760000,3289461.007349,274921.341754,540.112202,2.432650,-89.757540
407126.770000,3289461.021504,274920.677569,540.139603,2.422401,-89.756843
407126.780000,3289461.035647,274920.013381,540.166790,2.412106,-89.756150
407126.790000,3289461.049777,274919.349190,540.193763,2.401760,-89.755462
407126.800000,3289461.063894,274918.684996,540.220521,2.391356,-89.754779
407126.810000,3289461.077998,274918.020799,540.247064,2.380887,-89.754101
407126.820000,3289461.092089,274917.356598,540.273391,2.370348,-89.753429
407126.830000,3289461.106167,274916.692393,540.299503,2.359733,-89.752762
407126.840000,3289461.120233,274916.028184,540.325400,2.349035,-89.752100
407126.850000,3289461.134285,274915.363971,540.351080,2.338248,-89.751445
407126.860000,3289461.148325,274914.699753,540.376544,2.327365,-89.750796
407126.870000,3289461.162352,274914.035530,540.401791,2.316382,-89.750154
407126.880000,3289461.176366,274913.371302,540.426821,2.305291,-89.749518
407126.890000,3289461.190368,274912.707069,540.451634,2.294087,-89.748889
407126.900000,3289461.204356,274912.042831,540.476229,2.282763,-89.748267
407126.910000,3289461.218332,274911.378586,540.500606,2.271313,-89.747653
407126.920000,3289461.232295,274910.714336,540.524765,2.259731,-89.747047
407126.930000,3289461.246245,274910.050079,540.548706,2.248011,-89.746448
407126.940000,3289461.260182,274909.385816,540.572427,2.236146,-89.745858
407126.950000,3289461.274107,274908.721546,540.595930,2.224130,-89.745276
407126.960000,3289461.288018,274908.057269,540.619213,2.211958,-89.744702
407126.970000,3289461.301917,274907.392985,540.642276,2.199623,-89.744138
407126.980000,3289461.315803,274906.728693,540.665120,2.187119,-89.743582
407126.990000,3289461.329677,274906.064394,540.687743,2.174439,-89.743036
407127.000000,3289461.343537,274905.400087,540.710145,2.161578,-89.742500
407127.010000,3289461.357385,274904.735771,540.732327,2.148532,-89.741974
407127.020000,3289461.371220,274904.071447,540.754289,2.135307,-89.741462
407127.030000,3289461.385042,274903.407116,540.776033,2.121908,-89.740963
407127.040000,3289461.398853,274902.742775,540.797560,2.108342,-89.740480
407127.050000,3289461.412651,274902.078427,540.818871,2.094615,-89.740012
407127.060000,3289461.426437,274901.414070,540.839968,2.080734,-89.739562
407127.070000,3289461.440211,274900.749704,540.860851,2.066705,-89.739129
407127.080000,3289461.453973,274900.085331,540.881523,2.052534,-89.738716
407127.090000,3289461.467724,274899.420948,540.901984,2.038227,-89.738323
407127.100000,3289461.481464,274898.756558,540.922235,2.023792,-89.737951
407127.110000,3289461.495192,274898.092158,540.942279,2.009234,-89.737602
407127.120000,3289461.508909,274897.427750,540.962115,1.994559,-89.737275
407127.130000,3289461.522615,274896.763334,540.981746,1.979775,-89.736973
407127.140000,3289461.536310,274896.098909,541.001173,1.964887,-89.736697
407127.150000,3289461.549994,274895.434475,541.020397,1.949901,-89.736446
407127.160000,3289461.563668,274894.770032,541.039419,1.934824,-89.736223
407127.170000,3289461.577331,274894.105581,541.058240,1.919663,-89.736028
407127.180000,3289461.590984,274893.441120,541.076863,1.904423,-89.735863
407127.190000,3289461.604627,274892.776651,541.095288,1.889111,-89.735728
407127.200000,3289461.618260,274892.112173,541.113516,1.873734,-89.735624
407127.210000,3289461.631883,274891.447687,541.131549,1.858297,-89.735553
407127.220000,3289461.645496,274890.783191,541.149387,1.842807,-89.735515
407127.230000,3289461.659100,274890.118686,541.167034,1.827270,-89.735512
407127.240000,3289461.672694,274889.454172,541.184488,1.811693,-89.735545
407127.250000,3289461.686280,274888.789649,541.201753,1.796082,-89.735614
407127.260000,3289461.699856,274888.125117,541.218828,1.780443,-89.735721
407127.270000,3289461.713423,274887.460576,541.235716,1.764783,-89.735866
407127.280000,3289461.726981,274886.796025,541.252418,1.749108,-89.736051
407127.290000,3289461.740530,274886.131466,541.268935,1.733424,-89.736277
407127.300000,3289461.754071,274885.466897,541.285267,1.717737,-89.736544
407127.310000,3289461.767604,274884.802319,541.301418,1.702055,-89.736854
407127.320000,3289461.781129,274884.137731,541.317387,1.686383,-89.737208
407127.330000,3289461.794645,274883.473135,541.333176,1.670728,-89.737607
407127.340000,3289461.808153,274882.808528,541.348787,1.655095,-89.738051
407127.350000,3289461.821654,274882.143913,541.364220,1.639492,-89.738542
407127.360000,3289461.835147,274881.479288,541.379477,1.623924,-89.739081
407127.370000,3289461.848632,274880.814653,541.394560,1.608399,-89.739669
407127.380000,3289461.862110,274880.150009,541.409468,1.592922,-89.740307
407127.390000,3289461.875581,274879.485355,541.424205,1.577499,-89.740996
407127.400000,3289461.889045,274878.820692,541.438771,1.562137,-89.741737
407127.410000,3289461.902502,274878.156019,541.453167,1.546843,-89.742531
407127.420000,3289461.915952,274877.491336,541.467394,1.531622,-89.743379
407127.430000,3289461.929395,274876.826643,541.481455,1.516482,-89.744282
407127.440000,3289461.942832,274876.161941,541.495349,1.501427,-89.745241
407127.450000,3289461.956263,274875.497229,541.509079,1.486466,-89.746257
407127.460000,3289461.969687,274874.832507,541.522646,1.471603,-89.747331
407127.470000,3289461.983106,274874.167775,541.536051,1.456845,-89.748465
407127.480000,3289461.996518,274873.503034,541.549295,1.442199,-89.749658
407127.490000,3289462.009925,274872.838282,541.562379,1.427672,-89.750913
407127.500000,3289462.023326,274872.173521,541.575306,1.413268,-89.752230
407127.510000,3289462.036722,274871.508749,541.588075,1.398995,-89.753610
407127.520000,3289462.050112,274870.843967,541.600689,1.384859,-89.755055
407127.530000,3289462.063497,274870.179175,541.613149,1.370867,-89.756565
407127.540000,3289462.076878,274869.514373,541.625456,1.357024,-89.758141
407127.550000,3289462.090253,274868.849561,541.637611,1.343337,-89.759784
407127.560000,3289462.103624,274868.184739,541.649615,1.329812,-89.761496
407127.570000,3289462.116990,274867.519906,541.661470,1.316456,-89.763278
407127.580000,3289462.130351,274866.855064,541.673177,1.303275,-89.765129
407127.590000,3289462.143708,274866.190210,541.684738,1.290275,-89.767053
407127.600000,3289462.157061,274865.525347,541.696153,1.277463,-89.769048
407127.610000,3289462.170411,274864.860473,541.707425,1.264845,-89.771118
407127.620000,3289462.183756,274864.195589,541.718553,1.252427,-89.773261
407127.630000,3289462.197097,274863.530694,541.729540,1.240216,-89.775481
407127.640000,3289462.210435,274862.865789,541.740387,1.228218,-89.777777
407127.650000,3289462.223770,274862.200873,541.751094,1.216439,-89.780150
407127.660000,3289462.237101,274861.535946,541.761665,1.204886,-89.782603
407127.670000,3289462.250429,274860.871009,541.772098,1.193565,-89.785134
407127.680000,3289462.263755,274860.206062,541.782397,1.182482,-89.787747
407127.690000,3289462.277077,274859.541103,541.792561,1.171644,-89.790441
407127.700000,3289462.290397,274858.876134,541.802594,1.161057,-89.793219
407127.710000,3289462.303714,274858.211154,541.812495,1.150727,-89.796079
407127.720000,3289462.317029,274857.546164,541.822266,1.140661,-89.799025
407127.730000,3289462.330341,274856.881162,541.831908,1.130865,-89.802057
407127.740000,3289462.343652,274856.216150,541.841423,1.121345,-89.805175
407127.750000,3289462.356960,274855.551126,541.850811,1.112108,-89.808381
407127.760000,3289462.370267,274854.886092,541.860075,1.103160,-89.811676
407127.770000,3289462.383572,274854.221047,541.869215,1.094507,-89.815062
407127.780000,3289462.396875,274853.555991,541.878233,1.086156,-89.818538
407127.790000,3289462.410177,274852.890923,541.887130,1.078113,-89.822106
407127.800000,3289462.423478,274852.225845,541.895907,1.070384,-89.825767
407127.810000,3289462.436778,274851.560756,541.904566,1.062976,-89.829522
407127.820000,3289462.450077,274850.895655,541.913107,1.055895,-89.833372
407127.830000,3289462.463375,274850.230543,541.921533,1.049147,-89.837318
407127.840000,3289462.476672,274849.565420,541.929844,1.042739,-89.841362
407127.850000,3289462.489969,274848.900286,541.938041,1.036677,-89.845503
407127.860000,3289462.503266,274848.235140,541.946127,1.030968,-89.849744
407127.870000,3289462.516562,274847.569983,541.954101,1.025617,-89.854085
407127.880000,3289462.529859,274846.904814,541.961967,1.020631,-89.858527
407127.890000,3289462.543155,274846.239635,541.969724,1.016016,-89.863071
407127.900000,3289462.556452,274845.574443,541.977374,1.011779,-89.867719
407127.910000,3289462.569749,274844.909240,541.984918,1.007926,-89.872471
407127.920000,3289462.583046,274844.244026,541.992358,1.004463,-89.877328
407127.930000,3289462.596345,274843.578800,541.999695,1.001397,-89.882292
407127.940000,3289462.609644,274842.913563,542.006930,0.998734,-89.887363
407127.950000,3289462.622944,274842.248314,542.014065,0.996481,-89.892542
407127.960000,3289462.636245,274841.583053,542.021100,0.994643,-89.897831
407127.970000,3289462.649547,274840.917780,542.028038,0.993227,-89.903231
407127.980000,3289462.662851,274840.252496,542.034878,0.992240,-89.908741
407127.990000,3289462.676156,274839.587200,542.041623,0.991687,-89.914365
407128.000000,3289462.689464,274838.921892,542.048275,0.991575,-89.920102
407128.010000,3289462.702772,274838.256572,542.054833,0.991895,-89.925951
407128.020000,3289462.716083,274837.591240,542.061300,0.992628,-89.931912
407128.030000,3289462.729396,274836.925896,542.067678,0.993767,-89.937981
407128.040000,3289462.742711,274836.260539,542.073969,0.995303,-89.944157
407128.050000,3289462.756029,274835.595169,542.080173,0.997228,-89.950439
407128.060000,3289462.769348,274834.929787,542.086294,0.999535,-89.956825
407128.070000,3289462.782671,274834.264391,542.092333,1.002215,-89.963313
407128.080000,3289462.795996,274833.598982,542.098291,1.005261,-89.969902
407128.090000,3289462.809323,274832.933559,542.104171,1.008664,-89.976590
407128.100000,3289462.822654,274832.268122,542.109974,1.012417,-89.983375
407128.110000,3289462.835987,274831.602670,542.115702,1.016512,-89.990256
407128.120000,3289462.849324,274830.937205,542.121357,1.020941,-89.997231
407128.130000,3289462.862663,274830.271725,542.126941,1.025696,-90.004299
407128.140000,3289462.876007,274829.606230,542.132455,1.030768,-90.011458
407128.150000,3289462.889353,274828.940719,542.137901,1.036151,-90.018706
407128.160000,3289462.902703,274828.275194,542.143281,1.041836,-90.026041
407128.170000,3289462.916057,274827.609653,542.148597,1.047814,-90.033462
407128.180000,3289462.929414,274826.944096,542.153850,1.054079,-90.040968
407128.190000,3289462.942776,274826.278523,542.159043,1.060623,-90.048556
407128.200000,3289462.956141,274825.612934,542.164176,1.067436,-90.056226
407128.210000,3289462.969511,274824.947329,542.169253,1.074512,-90.063975
407128.220000,3289462.982884,274824.281706,542.174274,1.081843,-90.071802
407128.230000,3289462.996262,274823.616067,542.179242,1.089420,-90.079704
407128.240000,3289463.009645,274822.950411,542.184158,1.097235,-90.087682
407128.250000,3289463.023032,274822.284737,542.189024,1.105281,-90.095732
407128.260000,3289463.036424,274821.619046,542.193842,1.113550,-90.103853
407128.270000,3289463.049821,274820.953336,542.198614,1.122034,-90.112045
407128.280000,3289463.063222,274820.287609,542.203341,1.130724,-90.120304
407128.290000,3289463.076629,274819.621863,542.208025,1.139613,-90.128629
407128.300000,3289463.090041,274818.956099,542.212668,1.148694,-90.137019
407128.310000,3289463.103458,274818.290316,542.217272,1.157957,-90.145472
407128.320000,3289463.116880,274817.624514,542.221838,1.167395,-90.153987
407128.330000,3289463.130308,274816.958693,542.226369,1.177001,-90.162561
407128.340000,3289463.143742,274816.292852,542.230866,1.186765,-90.171194
407128.350000,3289463.157181,274815.626992,542.235331,1.196681,-90.179883
407128.360000,3289463.170626,274814.961112,542.239765,1.206741,-90.188627
407128.370000,3289463.184077,274814.295211,542.244171,1.216935,-90.197424
407128.380000,3289463.197535,274813.629290,542.248551,1.227257,-90.206273
407128.390000,3289463.210998,274812.963349,542.252905,1.237699,-90.215172
407128.400000,3289463.224468,274812.297386,542.257236,1.248252,-90.224120
407128.410000,3289463.237944,274811.631403,542.261546,1.258909,-90.233114
407128.420000,3289463.251426,274810.965398,542.265837,1.269661,-90.242153
407128.430000,3289463.264916,274810.299372,542.270109,1.280502,-90.251235
407128.440000,3289463.278412,274809.633324,542.274366,1.291422,-90.260359
407128.450000,3289463.291915,274808.967254,542.278608,1.302414,-90.269524
407128.460000,3289463.305425,274808.301162,542.282838,1.313469,-90.278727
407128.470000,3289463.318942,274807.635047,542.287057,1.324581,-90.287967
407128.480000,3289463.332466,274806.968909,542.291268,1.335741,-90.297242
407128.490000,3289463.345997,274806.302749,542.295471,1.346941,-90.306551
407128.500000,3289463.359536,274805.636566,542.299669,1.358173,-90.315892
407128.510000,3289463.373083,274804.970359,542.303864,1.369430,-90.325263
407128.520000,3289463.386637,274804.304128,542.308057,1.380703,-90.334663
407128.530000,3289463.400200,274803.637874,542.312250,1.391984,-90.344090
407128.540000,3289463.413770,274802.971595,542.316445,1.403266,-90.353543
407128.550000,3289463.427348,274802.305293,542.320644,1.414540,-90.363019
407128.560000,3289463.440934,274801.638965,542.324848,1.425799,-90.372518
407128.570000,3289463.454528,274800.972613,542.329059,1.437034,-90.382037
407128.580000,3289463.468131,274800.306236,542.333279,1.448238,-90.391575
407128.590000,3289463.481742,274799.639834,542.337510,1.459403,-90.401131
407128.600000,3289463.495362,274798.973406,542.341754,1.470520,-90.410702
407128.610000,3289463.508991,274798.306953,542.346012,1.481583,-90.420287
407128.620000,3289463.522628,274797.640474,542.350287,1.492582,-90.429884
407128.630000,3289463.536275,274796.973968,542.354579,1.503511,-90.439492
407128.640000,3289463.549930,274796.307436,542.358891,1.514360,-90.449109
407128.650000,3289463.563595,274795.640878,542.363224,1.525123,-90.458734
407128.660000,3289463.577269,274794.974292,542.367581,1.535790,-90.468365
407128.670000,3289463.590952,274794.307680,542.371963,1.546355,-90.478000
407128.680000,3289463.604645,274793.641040,542.376372,1.556810,-90.487637
407128.690000,3289463.618348,274792.974373,542.380810,1.567145,-90.497275
407128.700000,3289463.632060,274792.307678,542.385278,1.577355,-90.506913
407128.710000,3289463.645782,274791.640955,542.389778,1.587429,-90.516548
407128.720000,3289463.659514,274790.974204,542.394313,1.597361,-90.526180
407128.730000,3289463.673257,274790.307424,542.398883,1.607143,-90.535805
407128.740000,3289463.687009,274789.640616,542.403491,1.616767,-90.545424
