"GpsTime","Y","X","Z","Pitch","Azimuth"
407137.670000,3289466.658134,274193.417484,551.103540,2.881660,-92.746971
407137.680000,3289466.646423,274192.751628,551.107075,2.881933,-92.747853
407137.690000,3289466.634711,274192.085780,551.110590,2.882200,-92.748681
407137.700000,3289466.622998,274191.419939,551.114085,2.882462,-92.749455
407137.710000,3289466.611285,274190.754105,551.117560,2.882719,-92.750171
407137.720000,3289466.599572,274190.088279,551.121017,2.882972,-92.750827
407137.730000,3289466.587858,274189.422461,551.124455,2.883222,-92.751423
407137.740000,3289466.576144,274188.756651,551.127875,2.883471,-92.751955
407137.750000,3289466.564430,274188.090849,551.131277,2.883719,-92.752422
407137.760000,3289466.552716,274187.425054,551.134662,2.883968,-92.752822
407137.770000,3289466.541002,274186.759268,551.138030,2.884217,-92.753153
407137.780000,3289466.529287,274186.093489,551.141381,2.884469,-92.753412
407137.790000,3289466.517573,274185.427719,551.144716,2.884724,-92.753598
407137.800000,3289466.505858,274184.761957,551.148036,2.884983,-92.753709
407137.810000,3289466.494144,274184.096204,551.151340,2.885247,-92.753743
407137.820000,3289466.482429,274183.430459,551.154628,2.885517,-92.753697
407137.830000,3289466.470715,274182.764722,551.157902,2.885794,-92.753570
407137.840000,3289466.459001,274182.098994,551.161162,2.886079,-92.753360
407137.850000,3289466.447287,274181.433275,551.164408,2.886374,-92.753065
407137.860000,3289466.435574,274180.767565,551.167641,2.886678,-92.752682
407137.870000,3289466.423861,274180.101864,551.170860,2.886992,-92.752211
407137.880000,3289466.412148,274179.436171,551.174067,2.887319,-92.751648
407137.890000,3289466.400436,274178.770488,551.177261,2.887658,-92.750992
407137.900000,3289466.388725,274178.104813,551.180444,2.888011,-92.750240
407137.910000,3289466.377013,274177.439148,551.183615,2.888379,-92.749392
407137.920000,3289466.365303,274176.773492,551.186775,2.888763,-92.748444
407137.930000,3289466.353593,274176.107846,551.189924,2.889163,-92.747395
407137.940000,3289466.341884,274175.442209,551.193063,2.889581,-92.746242
407137.950000,3289466.330175,274174.776581,551.196192,2.890018,-92.744985
407137.960000,3289466.318468,274174.110964,551.199311,2.890473,-92.743620
407137.970000,3289466.306761,274173.445356,551.202421,2.890950,-92.742146
407137.980000,3289466.295055,274172.779757,551.205522,2.891448,-92.740561
407137.990000,3289466.283350,274172.114169,551.208615,2.891968,-92.738863
407138.000000,3289466.271646,274171.448590,551.211700,2.892512,-92.737050
407138.010000,3289466.259943,274170.783022,551.214778,2.893081,-92.735117
407138.020000,3289466.248241,274170.117463,551.217848,2.893674,-92.733064
407138.030000,3289466.236541,274169.451915,551.220910,2.894291,-92.730889
407138.040000,3289466.224843,274168.786376,551.223966,2.894932,-92.728593
407138.050000,3289466.213148,274168.120847,551.227016,2.895597,-92.726174
407138.060000,3289466.201454,274167.455328,551.230059,2.896284,-92.723634
407138.070000,3289466.189764,274166.789819,551.233096,2.896994,-92.720971
407138.080000,3289466.178077,274166.124318,551.236127,2.897727,-92.718186
407138.090000,3289466.166394,274165.458828,551.239152,2.898482,-92.715278
407138.100000,3289466.154714,274164.793347,551.242172,2.899258,-92.712248
407138.110000,3289466.143038,274164.127875,551.245187,2.900055,-92.709094
407138.120000,3289466.131367,274163.462412,551.248197,2.900873,-92.705818
407138.130000,3289466.119701,274162.796959,551.251202,2.901712,-92.702417
407138.140000,3289466.108040,274162.131514,551.254203,2.902570,-92.698894
407138.150000,3289466.096385,274161.466079,551.257200,2.903449,-92.695246
407138.160000,3289466.084735,274160.800652,551.260193,2.904346,-92.691474
407138.170000,3289466.073091,274160.135235,551.263182,2.905262,-92.687579
407138.180000,3289466.061454,274159.469826,551.266167,2.906197,-92.683558
407138.190000,3289466.049823,274158.804426,551.269150,2.907150,-92.679414
407138.200000,3289466.038200,274158.139035,551.272130,2.908120,-92.675144
407138.210000,3289466.026583,274157.473652,551.275107,2.909108,-92.670749
407138.220000,3289466.014975,274156.808277,551.278081,2.910113,-92.666230
407138.230000,3289466.003374,274156.142911,551.281053,2.911134,-92.661584
407138.240000,3289465.991782,274155.477554,551.284024,2.912172,-92.656813
407138.250000,3289465.980198,274154.812204,551.286992,2.913225,-92.651917
407138.260000,3289465.968624,274154.146863,551.289959,2.914294,-92.646894
407138.270000,3289465.957058,274153.481530,551.292925,2.915377,-92.641745
407138.280000,3289465.945502,274152.816205,551.295890,2.916476,-92.636470
407138.290000,3289465.933956,274152.150888,551.298855,2.917588,-92.631068
407138.300000,3289465.922421,274151.485579,551.301818,2.918715,-92.625540
407138.310000,3289465.910896,274150.820278,551.304782,2.919854,-92.619884
407138.320000,3289465.899381,274150.154984,551.307745,2.921007,-92.614102
407138.330000,3289465.887878,274149.489698,551.310709,2.922173,-92.608191
407138.340000,3289465.876386,274148.824420,551.313673,2.923351,-92.602154
407138.350000,3289465.864907,274148.159149,551.316639,2.924540,-92.595988
407138.360000,3289465.853439,274147.493886,551.319605,2.925742,-92.589695
407138.370000,3289465.841984,274146.828630,551.322572,2.926954,-92.583273
407138.380000,3289465.830541,274146.163381,551.325541,2.928177,-92.576723
407138.390000,3289465.819112,274145.498139,551.328511,2.929411,-92.570044
407138.400000,3289465.807695,274144.832905,551.331484,2.930655,-92.563237
407138.410000,3289465.796293,274144.167678,551.334458,2.931908,-92.556301
407138.420000,3289465.784905,274143.502457,551.337435,2.933170,-92.549235
407138.430000,3289465.773531,274142.837244,551.340415,2.934442,-92.542040
407138.440000,3289465.762171,274142.172038,551.343398,2.935721,-92.534716
407138.450000,3289465.750827,274141.506838,551.346384,2.937009,-92.527262
407138.460000,3289465.739498,274140.841645,551.349373,2.938305,-92.519678
407138.470000,3289465.728185,274140.176458,551.352367,2.939607,-92.511963
407138.480000,3289465.716887,274139.511278,551.355364,2.940917,-92.504119
407138.490000,3289465.705606,274138.846105,551.358365,2.942233,-92.496143
407138.500000,3289465.694341,274138.180938,551.361371,2.943556,-92.488037
407138.510000,3289465.683094,274137.515777,551.364381,2.944884,-92.479800
407138.520000,3289465.671863,274136.850622,551.367396,2.946217,-92.471432
407138.530000,3289465.660650,274136.185474,551.370417,2.947556,-92.462933
407138.540000,3289465.649455,274135.520332,551.373443,2.948899,-92.454302
407138.550000,3289465.638278,274134.855195,551.376474,2.950246,-92.445539
407138.560000,3289465.627120,274134.190065,551.379512,2.951597,-92.436644
407138.570000,3289465.615980,274133.524941,551.382555,2.952952,-92.427618
407138.580000,3289465.604859,274132.859822,551.385605,2.954309,-92.418458
407138.590000,3289465.593758,274132.194709,551.388662,2.955670,-92.409167
407138.600000,3289465.582677,274131.529602,551.391725,2.957032,-92.399742
407138.610000,3289465.571615,274130.864500,551.394796,2.958397,-92.390185
407138.620000,3289465.560574,274130.199404,551.397874,2.959763,-92.380494
407138.630000,3289465.549554,274129.534313,551.400959,2.961130,-92.370670
407138.640000,3289465.538555,274128.869227,551.404053,2.962497,-92.360713
407138.650000,3289465.527577,274128.204147,551.407154,2.963866,-92.350622
407138.660000,3289465.516621,274127.539072,551.410264,2.965234,-92.340397
407138.670000,3289465.505687,274126.874002,551.413383,2.966602,-92.330038
407138.680000,3289465.494775,274126.208937,551.416510,2.967969,-92.319544
407138.690000,3289465.483886,274125.543877,551.419647,2.969335,-92.308916
407138.700000,3289465.473019,274124.878822,551.422792,2.970699,-92.298153
407138.710000,3289465.462176,274124.213772,551.425948,2.972061,-92.287256
407138.720000,3289465.451356,274123.548726,551.429113,2.973421,-92.276223
407138.730000,3289465.440561,274122.883685,551.432288,2.974778,-92.265055
407138.740000,3289465.429789,274122.218649,551.435474,2.976132,-92.253751
407138.750000,3289465.419042,274121.553617,551.438670,2.977483,-92.242312
407138.760000,3289465.408320,274120.888590,551.441877,2.978830,-92.230737
407138.770000,3289465.397623,274120.223567,551.445095,2.980172,-92.219025
407138.780000,3289465.386952,274119.558548,551.448324,2.981510,-92.207177
407138.790000,3289465.376306,274118.893534,551.451565,2.982843,-92.195193
407138.800000,3289465.365687,274118.228524,551.454818,2.984170,-92.183072
407138.810000,3289465.355093,274117.563517,551.458082,2.985492,-92.170815
407138.820000,3289465.344527,274116.898515,551.461359,2.986807,-92.158420
407138.830000,3289465.333988,274116.233517,551.464649,2.988116,-92.145887
407138.840000,3289465.323476,274115.568522,551.467951,2.989418,-92.133218
407138.850000,3289465.312991,274114.903532,551.471266,2.990712,-92.120410
407138.860000,3289465.302535,274114.238545,551.474595,2.991999,-92.107465
407138.870000,3289465.292107,274113.573561,551.477937,2.993278,-92.094382
407138.880000,3289465.281708,274112.908581,551.481293,2.994548,-92.081160
407138.890000,3289465.271338,274112.243605,551.484662,2.995809,-92.067800
407138.900000,3289465.260997,274111.578632,551.488046,2.997061,-92.054301
407138.910000,3289465.250685,274110.913662,551.491445,2.998303,-92.040663
407138.920000,3289465.240404,274110.248696,551.494858,2.999536,-92.026886
407138.930000,3289465.230153,274109.583732,551.498286,3.000757,-92.012970
407138.940000,3289465.219932,274108.918772,551.501730,3.001969,-91.998915
407138.950000,3289465.209742,274108.253815,551.505189,3.003168,-91.984719
407138.960000,3289465.199584,274107.588860,551.508663,3.004357,-91.970384
407138.970000,3289465.189457,274106.923909,551.512154,3.005533,-91.955909
407138.980000,3289465.179362,274106.258960,551.515661,3.006697,-91.941294
407138.990000,3289465.169298,274105.594014,551.519184,3.007848,-91.926538
407139.000000,3289465.159268,274104.929071,551.522724,3.008986,-91.911641
407139.010000,3289465.149270,274104.264130,551.526281,3.010108,-91.896607
407139.020000,3289465.139306,274103.599192,551.529854,3.011211,-91.881441
407139.030000,3289465.129376,274102.934257,551.533445,3.012295,-91.866149
407139.040000,3289465.119481,274102.269325,551.537052,3.013361,-91.850737
407139.050000,3289465.109621,274101.604395,551.540676,3.014409,-91.835207
407139.060000,3289465.099798,274100.939469,551.544316,3.015440,-91.819567
407139.070000,3289465.090011,274100.274546,551.547972,3.016453,-91.803821
407139.080000,3289465.080262,274099.609627,551.551645,3.017449,-91.787973
407139.090000,3289465.070552,274098.944710,551.555334,3.018428,-91.772029
407139.100000,3289465.060880,274098.279798,551.559040,3.019392,-91.755993
407139.110000,3289465.051248,274097.614889,551.562761,3.020339,-91.739872
407139.120000,3289465.041656,274096.949983,551.566498,3.021270,-91.723669
407139.130000,3289465.032106,274096.285082,551.570251,3.022187,-91.707389
407139.140000,3289465.022597,274095.620185,551.574020,3.023088,-91.691038
407139.150000,3289465.013130,274094.955292,551.577804,3.023974,-91.674621
407139.160000,3289465.003707,274094.290403,551.581604,3.024847,-91.658143
407139.170000,3289464.994327,274093.625518,551.585420,3.025705,-91.641608
407139.180000,3289464.984992,274092.960638,551.589251,3.026549,-91.625022
407139.190000,3289464.975701,274092.295763,551.593097,3.027380,-91.608389
407139.200000,3289464.966457,274091.630892,551.596959,3.028198,-91.591715
407139.210000,3289464.957259,274090.966026,551.600836,3.029004,-91.575004
407139.220000,3289464.948108,274090.301165,551.604727,3.029797,-91.558262
407139.230000,3289464.939005,274089.636309,551.608634,3.030578,-91.541494
407139.240000,3289464.929951,274088.971458,551.612556,3.031347,-91.524703
407139.250000,3289464.920946,274088.306612,551.616492,3.032104,-91.507897
407139.260000,3289464.911991,274087.641772,551.620443,3.032851,-91.491079
407139.270000,3289464.903086,274086.976937,551.624409,3.033587,-91.474254
407139.280000,3289464.894232,274086.312108,551.628389,3.034312,-91.457428
407139.290000,3289464.885431,274085.647284,551.632384,3.035028,-91.440605
407139.300000,3289464.876682,274084.982467,551.636393,3.035733,-91.423790
407139.310000,3289464.867987,274084.317655,551.640416,3.036430,-91.406989
407139.320000,3289464.859345,274083.652849,551.644453,3.037117,-91.390206
407139.330000,3289464.850758,274082.988050,551.648505,3.037795,-91.373447
407139.340000,3289464.842227,274082.323256,551.652570,3.038465,-91.356716
407139.350000,3289464.833751,274081.658469,551.656649,3.039126,-91.340018
407139.360000,3289464.825333,274080.993689,551.660742,3.039780,-91.323359
407139.370000,3289464.816971,274080.328915,551.664849,3.040426,-91.306743
407139.380000,3289464.808668,274079.664148,551.668970,3.041065,-91.290175
407139.390000,3289464.800424,274078.999388,551.673103,3.041698,-91.273660
407139.400000,3289464.792239,274078.334634,551.677251,3.042323,-91.257204
407139.410000,3289464.784114,274077.669888,551.681412,3.042943,-91.240811
407139.420000,3289464.776050,274077.005149,551.685586,3.043557,-91.224486
407139.430000,3289464.768047,274076.340417,551.689773,3.044165,-91.208234
407139.440000,3289464.760107,274075.675693,551.693973,3.044768,-91.192061
407139.450000,3289464.752230,274075.010976,551.698186,3.045366,-91.175970
407139.460000,3289464.744416,274074.346266,551.702412,3.045959,-91.159968
407139.470000,3289464.736666,274073.681565,551.706651,3.046549,-91.144059
407139.480000,3289464.728982,274073.016871,551.710903,3.047134,-91.128248
407139.490000,3289464.721363,274072.352185,551.715167,3.047716,-91.112541
407139.500000,3289464.713810,274071.687507,551.719444,3.048295,-91.096941
407139.510000,3289464.706324,274071.022838,551.723733,3.048870,-91.081454
407139.520000,3289464.698906,274070.358176,551.728035,3.049443,-91.066086
407139.530000,3289464.691556,274069.693524,551.732349,3.050014,-91.050840
407139.540000,3289464.684276,274069.028879,551.736675,3.050583,-91.035722
407139.550000,3289464.677065,274068.364243,551.741013,3.051151,-91.020738
407139.560000,3289464.669924,274067.699616,551.745364,3.051717,-91.005891
407139.570000,3289464.662854,274067.034998,551.749726,3.052282,-90.991188
407139.580000,3289464.655857,274066.370389,551.754100,3.052846,-90.976632
407139.590000,3289464.648931,274065.705789,551.758486,3.053410,-90.962230
407139.600000,3289464.642079,274065.041198,551.762883,3.053974,-90.947985
407139.610000,3289464.635301,274064.376617,551.767292,3.054539,-90.933903
407139.620000,3289464.628597,274063.712044,551.771712,3.055104,-90.919989
407139.630000,3289464.621968,274063.047482,551.776144,3.055670,-90.906249
407139.640000,3289464.615415,274062.382929,551.780587,3.056237,-90.892685
407139.650000,3289464.608939,274061.718386,551.785041,3.056807,-90.879305
407139.660000,3289464.602540,274061.053852,551.789507,3.057378,-90.866113
407139.670000,3289464.596219,274060.389329,551.793983,3.057951,-90.853113
407139.680000,3289464.589976,274059.724815,551.798470,3.058527,-90.840312
407139.690000,3289464.583813,274059.060312,551.802969,3.059106,-90.827713
407139.700000,3289464.577729,274058.395820,551.807477,3.059689,-90.815322
407139.710000,3289464.571727,274057.731337,551.811997,3.060275,-90.803143
407139.720000,3289464.565805,274057.066865,551.816527,3.060864,-90.791183
407139.730000,3289464.559966,274056.402404,551.821068,3.061459,-90.779445
407139.740000,3289464.554209,274055.737954,551.825619,3.062057,-90.767934
407139.750000,3289464.548536,274055.073514,551.830180,3.062661,-90.756657
407139.760000,3289464.542947,274054.409086,551.834752,3.063270,-90.745617
407139.770000,3289464.537442,274053.744668,551.839333,3.063884,-90.734820
407139.780000,3289464.532023,274053.080262,551.843925,3.064505,-90.724271
407139.790000,3289464.526690,274052.415867,551.848527,3.065131,-90.713974
407139.800000,3289464.521444,274051.751484,551.853138,3.065764,-90.703935
407139.810000,3289464.516286,274051.087112,551.857760,3.066405,-90.694158
407139.820000,3289464.511215,274050.422752,551.862391,3.067052,-90.684649
407139.830000,3289464.506233,274049.758403,551.867031,3.067707,-90.675413
407139.840000,3289464.501341,274049.094067,551.871681,3.068369,-90.666454
407139.850000,3289464.496539,274048.429742,551.876341,3.069040,-90.657778
407139.860000,3289464.491828,274047.765430,551.881009,3.069720,-90.649389
407139.870000,3289464.487209,274047.101130,551.885687,3.070408,-90.641293
407139.880000,3289464.482682,274046.436842,551.890374,3.071105,-90.633494
407139.890000,3289464.478247,274045.772567,551.895071,3.071812,-90.625998
407139.900000,3289464.473907,274045.108304,551.899776,3.072529,-90.618809
407139.910000,3289464.469660,274044.444054,551.904490,3.073256,-90.611933
407139.920000,3289464.465509,274043.779816,551.909213,3.073993,-90.605374
407139.930000,3289464.461453,274043.115592,551.913944,3.074741,-90.599138
407139.940000,3289464.457494,274042.451380,551.918684,3.075500,-90.593229
407139.950000,3289464.453632,274041.787182,551.923433,3.076271,-90.587652
407139.960000,3289464.449867,274041.122997,551.928190,3.077053,-90.582413
407139.970000,3289464.446201,274040.458825,551.932955,3.077848,-90.577516
407139.980000,3289464.442634,274039.794667,551.937729,3.078655,-90.572967
407139.990000,3289464.439167,274039.130523,551.942511,3.079475,-90.568769
407140.000000,3289464.435800,274038.466392,551.947300,3.080307,-90.564930
407140.010000,3289464.432534,274037.802274,551.952098,3.081157,-90.561448
407140.020000,3289464.429368,274037.138171,551.956904,3.082026,-90.558317
407140.030000,3289464.426302,274036.474081,551.961718,3.082913,-90.555529
407140.040000,3289464.423335,274035.810006,551.966539,3.083818,-90.553075
407140.050000,3289464.420466,274035.145943,551.971369,3.084740,-90.550946
407140.060000,3289464.417694,274034.481895,551.976206,3.085679,-90.549135
407140.070000,3289464.415018,274033.817860,551.981051,3.086635,-90.547634
407140.080000,3289464.412437,274033.153839,551.985903,3.087605,-90.546434
407140.090000,3289464.409952,274032.489832,551.990764,3.088591,-90.545527
407140.100000,3289464.407560,274031.825839,551.995632,3.089590,-90.544904
407140.110000,3289464.405262,274031.161859,552.000508,3.090603,-90.544559
407140.120000,3289464.403056,274030.497892,552.005391,3.091629,-90.544481
407140.130000,3289464.400942,274029.833939,552.010282,3.092667,-90.544664
407140.140000,3289464.398919,274029.170000,552.015181,3.093717,-90.545098
407140.150000,3289464.396985,274028.506075,552.020087,3.094777,-90.545776
407140.160000,3289464.395141,274027.842163,552.025000,3.095849,-90.546689
407140.170000,3289464.393385,274027.178264,552.029921,3.096929,-90.547829
407140.180000,3289464.391717,274026.514379,552.034849,3.098019,-90.549188
407140.190000,3289464.390136,274025.850508,552.039785,3.099117,-90.550758
407140.200000,3289464.388641,274025.186650,552.044728,3.100223,-90.552530
407140.210000,3289464.387232,274024.522805,552.049678,3.101336,-90.554497
407140.220000,3289464.385906,274023.858974,552.054636,3.102456,-90.556649
407140.230000,3289464.384665,274023.195156,552.059601,3.103581,-90.558979
407140.240000,3289464.383506,274022.531352,552.064573,3.104712,-90.561479
407140.250000,3289464.382430,274021.867561,552.069552,3.105848,-90.564140
407140.260000,3289464.381434,274021.203784,552.074539,3.106987,-90.566953
407140.270000,3289464.380520,274020.540020,552.079532,3.108130,-90.569912
407140.280000,3289464.379685,274019.876269,552.084533,3.109275,-90.573007
407140.290000,3289464.378929,274019.212531,552.089540,3.110423,-90.576231
407140.300000,3289464.378251,274018.548807,552.094555,3.111572,-90.579574
407140.310000,3289464.377651,274017.885096,552.099576,3.112721,-90.583030
407140.320000,3289464.377127,274017.221399,552.104605,3.113871,-90.586589
407140.330000,3289464.376679,274016.557715,552.109640,3.115021,-90.590243
407140.340000,3289464.376306,274015.894044,552.114683,3.116169,-90.593984
407140.350000,3289464.376007,274015.230386,552.119732,3.117316,-90.597805
407140.360000,3289464.375782,274014.566741,552.124788,3.118460,-90.601696
407140.370000,3289464.375629,274013.903110,552.129850,3.119601,-90.605649
407140.380000,3289464.375548,274013.239491,552.134920,3.120739,-90.609657
407140.390000,3289464.375538,274012.575886,552.139996,3.121872,-90.613711
407140.400000,3289464.375598,274011.912294,552.145079,3.123000,-90.617802
407140.410000,3289464.375728,274011.248716,552.150168,3.124123,-90.621923
407140.420000,3289464.375927,274010.585150,552.155264,3.125240,-90.626066
407140.430000,3289464.376193,274009.921597,552.160367,3.126350,-90.630221
407140.440000,3289464.376527,274009.258058,552.165476,3.127452,-90.634381
407140.450000,3289464.376926,274008.594531,552.170592,3.128546,-90.638538
407140.460000,3289464.377392,274007.931018,552.175714,3.129632,-90.642683
407140.470000,3289464.377922,274007.267517,552.180842,3.130708,-90.646808
407140.480000,3289464.378516,274006.604030,552.185977,3.131774,-90.650905
407140.490000,3289464.379173,274005.940556,552.191118,3.132830,-90.654966
407140.500000,3289464.379892,274005.277094,552.196266,3.133874,-90.658982
407140.510000,3289464.380673,274004.613646,552.201420,3.134906,-90.662945
407140.520000,3289464.381515,274003.950210,552.206580,3.135926,-90.666848
407140.530000,3289464.382416,274003.286787,552.211747,3.136933,-90.670681
407140.540000,3289464.383377,274002.623378,552.216919,3.137926,-90.674436
407140.550000,3289464.384396,274001.959981,552.222098,3.138904,-90.678106
407140.560000,3289464.385473,274001.296597,552.227283,3.139867,-90.681681
407140.570000,3289464.386607,274000.633225,552.232474,3.140815,-90.685155
407140.580000,3289464.387796,273999.969867,552.237671,3.141746,-90.688518
407140.590000,3289464.389041,273999.306522,552.242874,3.142660,-90.691762
407140.600000,3289464.390341,273998.643189,552.248083,3.143557,-90.694880
407140.610000,3289464.391693,273997.979869,552.253298,3.144435,-90.697862
407140.620000,3289464.393099,273997.316562,552.258519,3.145295,-90.700701
407140.630000,3289464.394557,273996.653267,552.263746,3.146135,-90.703388
407140.640000,3289464.396066,273995.989986,552.268979,3.146955,-90.705915
407140.650000,3289464.397626,273995.326717,552.274217,3.147753,-90.708275
407140.660000,3289464.399235,273994.663460,552.279462,3.148531,-90.710458
407140.670000,3289464.400893,273994.000217,552.284712,3.149287,-90.712456
407140.680000,3289464.402599,273993.336986,552.289968,3.150019,-90.714262
407140.690000,3289464.404353,273992.673767,552.295229,3.150729,-90.715867
407140.700000,3289464.406153,273992.010562,552.300496,3.151414,-90.717262
407140.710000,3289464.407998,273991.347369,552.305769,3.152075,-90.718440
407140.720000,3289464.409889,273990.684188,552.311048,3.152711,-90.719392
407140.730000,3289464.411824,273990.021020,552.316332,3.153320,-90.720110
407140.740000,3289464.413802,273989.357865,552.321621,3.153904,-90.720586
407140.750000,3289464.415823,273988.694722,552.326916,3.154460,-90.720812
407140.760000,3289464.417885,273988.031592,552.332216,3.154988,-90.720779
407140.770000,3289464.419989,273987.368474,552.337522,3.155488,-90.720479
407140.780000,3289464.422132,273986.705368,552.342834,3.155959,-90.719904
407140.790000,3289464.424315,273986.042276,552.348150,3.156400,-90.719046
407140.800000,3289464.426537,273985.379195,552.353472,3.156811,-90.717896
407140.810000,3289464.428796,273984.716127,552.358799,3.157190,-90.716446
407140.820000,3289464.431093,273984.053072,552.364132,3.157538,-90.714688
407140.830000,3289464.433425,273983.390029,552.369469,3.157854,-90.712614
407140.840000,3289464.435793,273982.726998,552.374812,3.158138,-90.710216
407140.850000,3289464.438196,273982.063979,552.380160,3.158387,-90.707484
407140.860000,3289464.440633,273981.400973,552.385513,3.158602,-90.704412
407140.870000,3289464.443102,273980.737980,552.390872,3.158783,-90.700990
407140.880000,3289464.445604,273980.074998,552.396235,3.158929,-90.697211
407140.890000,3289464.448138,273979.412029,552.401603,3.159038,-90.693066
407140.900000,3289464.450702,273978.749072,552.406976,3.159110,-90.688548
407140.910000,3289464.453296,273978.086128,552.412355,3.159146,-90.683647
407140.920000,3289464.455919,273977.423196,552.417738,3.159143,-90.678356
407140.930000,3289464.458570,273976.760276,552.423126,3.159101,-90.672666
407140.940000,3289464.461249,273976.097368,552.428519,3.159021,-90.666570
407140.950000,3289464.463955,273975.434472,552.433916,3.158900,-90.660058
407140.960000,3289464.466686,273974.771589,552.439319,3.158740,-90.653123
407140.970000,3289464.469443,273974.108717,552.444726,3.158538,-90.645756
407140.980000,3289464.472224,273973.445858,552.450138,3.158294,-90.637950
407140.990000,3289464.475029,273972.783011,552.455555,3.158008,-90.629695
407141.000000,3289464.477856,273972.120176,552.460976,3.157679,-90.620985
407141.010000,3289464.480706,273971.457353,552.466402,3.157303,-90.611813
407141.020000,3289464.483578,273970.794542,552.471832,3.156877,-90.602186
407141.030000,3289464.486474,273970.131743,552.477266,3.156402,-90.592112
407141.040000,3289464.489394,273969.468956,552.482703,3.155877,-90.581600
407141.050000,3289464.492338,273968.806181,552.488143,3.155302,-90.570657
407141.060000,3289464.495308,273968.143417,552.493586,3.154678,-90.559292
407141.070000,3289464.498303,273967.480665,552.499031,3.154004,-90.547512
407141.080000,3289464.501326,273966.817924,552.504478,3.153281,-90.535326
407141.090000,3289464.504375,273966.155195,552.509927,3.152509,-90.522742
407141.100000,3289464.507453,273965.492477,552.515377,3.151687,-90.509769
407141.110000,3289464.510559,273964.829770,552.520827,3.150816,-90.496414
407141.120000,3289464.513695,273964.167074,552.526277,3.149896,-90.482686
407141.130000,3289464.516861,273963.504389,552.531728,3.148926,-90.468592
407141.140000,3289464.520057,273962.841715,552.537178,3.147907,-90.454142
407141.150000,3289464.523285,273962.179052,552.542627,3.146840,-90.439342
407141.160000,3289464.526545,273961.516399,552.548075,3.145723,-90.424202
407141.170000,3289464.529837,273960.853757,552.553521,3.144558,-90.408729
407141.180000,3289464.533163,273960.191126,552.558964,3.143343,-90.392932
407141.190000,3289464.536523,273959.528505,552.564406,3.142080,-90.376819
407141.200000,3289464.539917,273958.865895,552.569845,3.140768,-90.360397
407141.210000,3289464.543347,273958.203295,552.575280,3.139407,-90.343676
407141.220000,3289464.546813,273957.540705,552.580712,3.137998,-90.326663
407141.230000,3289464.550316,273956.878125,552.586139,3.136539,-90.309367
407141.240000,3289464.553856,273956.215555,552.591562,3.135033,-90.291795
407141.250000,3289464.557433,273955.552995,552.596981,3.133477,-90.273956
407141.260000,3289464.561050,273954.890445,552.602394,3.131874,-90.255857
407141.270000,3289464.564706,273954.227905,552.607801,3.130222,-90.237508
407141.280000,3289464.568402,273953.565374,552.613203,3.128521,-90.218917
407141.290000,3289464.572139,273952.902852,552.618598,3.126773,-90.200090
407141.300000,3289464.575917,273952.240341,552.623986,3.124976,-90.181038
407141.310000,3289464.579737,273951.577838,552.629367,3.123131,-90.161767
407141.320000,3289464.583600,273950.915345,552.634741,3.121238,-90.142286
407141.330000,3289464.587506,273950.252861,552.640106,3.119296,-90.122604
407141.340000,3289464.591456,273949.590386,552.645463,3.117307,-90.102727
407141.350000,3289464.595451,273948.927920,552.650811,3.115270,-90.082665
407141.360000,3289464.599492,273948.265463,552.656150,3.113184,-90.062426
407141.370000,3289464.603578,273947.603015,552.661480,3.111051,-90.042018
407141.380000,3289464.607711,273946.940576,552.666800,3.108871,-90.021448
407141.390000,3289464.611891,273946.278145,552.672109,3.106642,-90.000726
407141.400000,3289464.616120,273945.615722,552.677407,3.104366,-89.979859
407141.410000,3289464.620397,273944.953309,552.682695,3.102042,-89.958856
407141.420000,3289464.624724,273944.290903,552.687971,3.099670,-89.937724
407141.430000,3289464.629100,273943.628506,552.693235,3.097251,-89.916472
407141.440000,3289464.633528,273942.966117,552.698486,3.094785,-89.895108
407141.450000,3289464.638006,273942.303736,552.703725,3.092271,-89.873640
407141.460000,3289464.642537,273941.641363,552.708951,3.089710,-89.852077
407141.470000,3289464.647120,273940.978998,552.714163,3.087101,-89.830426
407141.480000,3289464.651757,273940.316641,552.719361,3.084446,-89.808695
407141.490000,3289464.656448,273939.654291,552.724546,3.081743,-89.786894
407141.500000,3289464.661194,273938.991950,552.729715,3.078993,-89.765029
407141.510000,3289464.665995,273938.329615,552.734869,3.076195,-89.743110
407141.520000,3289464.670852,273937.667289,552.740008,3.073351,-89.721144
407141.530000,3289464.675766,273937.004969,552.745131,3.070460,-89.699140
407141.540000,3289464.680737,273936.342657,552.750238,3.067522,-89.677105
407141.550000,3289464.685766,273935.680352,552.755328,3.064537,-89.655048
407141.560000,3289464.690854,273935.018054,552.760401,3.061505,-89.632977
407141.570000,3289464.696002,273934.355763,552.765457,3.058427,-89.610900
407141.580000,3289464.701209,273933.693479,552.770495,3.055301,-89.588826
407141.590000,3289464.706477,273933.031202,552.775514,3.052129,-89.566762
407141.600000,3289464.711807,273932.368931,552.780515,3.048911,-89.544717
407141.610000,3289464.717198,273931.706667,552.785497,3.045646,-89.522699
407141.620000,3289464.722653,273931.044410,552.790459,3.042334,-89.500715
407141.630000,3289464.728171,273930.382159,552.795402,3.038976,-89.478775
407141.640000,3289464.733752,273929.719915,552.800325,3.035572,-89.456887
407141.650000,3289464.739399,273929.057677,552.805227,3.032122,-89.435057
