"GpsTime","Y","X","Z","Roll","Pitch","Azimuth"
407119.943518,3289448.559410,275378.310975,531.052170,-1.050839,2.863025,-89.013391
407119.948518,3289448.567633,275377.974123,531.053048,-1.038074,2.861949,-89.011610
407119.953518,3289448.575850,275377.637271,531.053931,-1.024643,2.861313,-89.009619
407119.958518,3289448.584058,275377.300426,531.054821,-1.009649,2.860252,-89.006964
407119.963518,3289448.592262,275376.963586,531.055713,-0.994228,2.858531,-89.004516
407119.968518,3289448.600461,275376.626743,531.056605,-0.979257,2.857679,-89.002302
407119.973518,3289448.608651,275376.289905,531.057498,-0.964317,2.856160,-89.000734
407119.978518,3289448.616838,275375.953073,531.058395,-0.949093,2.853788,-88.997839
407119.983518,3289448.625028,275375.616242,531.059295,-0.935661,2.851401,-88.995820
407119.988518,3289448.633214,275375.279408,531.060198,-0.922481,2.850533,-88.994483
407119.993518,3289448.641393,275374.942575,531.061102,-0.907948,2.850116,-88.992277
407119.998518,3289448.649574,275374.605749,531.062004,-0.893183,2.848827,-88.989840
407120.003518,3289448.657755,275374.268924,531.062906,-0.879001,2.847937,-88.988060
407120.008519,3289448.665933,275373.932096,531.063808,-0.864718,2.847070,-88.986505
407120.013519,3289448.674118,275373.595289,531.064715,-0.850172,2.845343,-88.984061
407120.018519,3289448.682306,275373.258488,531.065623,-0.836063,2.842741,-88.981605
407120.023519,3289448.690494,275372.921687,531.066534,-0.822413,2.840350,-88.979591
407120.028519,3289448.698681,275372.584886,531.067447,-0.808982,2.837521,-88.977571
407120.033519,3289448.706867,275372.248085,531.068359,-0.795300,2.834920,-88.974898
407120.038519,3289448.715053,275371.911283,531.069273,-0.782306,2.833184,-88.972894
407120.043519,3289448.723238,275371.574482,531.070191,-0.769980,2.832318,-88.971121
407120.048519,3289448.731423,275371.237684,531.071112,-0.757424,2.831455,-88.969130
407120.053519,3289448.739609,275370.900894,531.072034,-0.744846,2.829504,-88.966687
407120.058519,3289448.747792,275370.564109,531.072952,-0.732519,2.827544,-88.964901
407120.063519,3289448.755969,275370.227336,531.073866,-0.719111,2.825363,-88.963331
407120.068519,3289448.764144,275369.890573,531.074773,-0.704566,2.822755,-88.960881
407120.073520,3289448.772320,275369.553815,531.075668,-0.690031,2.819488,-88.958643
407120.078520,3289448.780491,275369.217055,531.076559,-0.674853,2.817311,-88.956637
407120.083520,3289448.788660,275368.880296,531.077444,-0.659018,2.814914,-88.954629
407120.088520,3289448.796836,275368.543541,531.078318,-0.643578,2.811653,-88.951737
407120.093520,3289448.805010,275368.206780,531.079186,-0.628389,2.809258,-88.949512
407120.098520,3289448.813184,275367.870015,531.080052,-0.612796,2.808822,-88.947965
407120.103520,3289448.821367,275367.533258,531.080911,-0.597848,2.807733,-88.946192
407120.108520,3289448.829554,275367.196511,531.081764,-0.583085,2.804682,-88.943744
407120.113520,3289448.837745,275366.859765,531.082610,-0.568781,2.802283,-88.941740
407120.118520,3289448.845937,275366.523025,531.083447,-0.554707,2.799881,-88.939955
407120.123520,3289448.854131,275366.186289,531.084277,-0.540163,2.797266,-88.937513
407120.128520,3289448.862322,275365.849551,531.085099,-0.525172,2.794871,-88.934854
407120.133520,3289448.870510,275365.512807,531.085914,-0.510432,2.793781,-88.932865
407120.138520,3289448.878695,275365.176067,531.086721,-0.495277,2.792249,-88.931309
407120.143521,3289448.886879,275364.839333,531.087518,-0.480078,2.789194,-88.928866
407120.148521,3289448.895061,275364.502599,531.088311,-0.465567,2.786571,-88.927083
407120.153521,3289448.903242,275364.165866,531.089103,-0.451088,2.785034,-88.925967
407120.158521,3289448.911427,275363.829140,531.089890,-0.436807,2.782845,-88.924408
407120.163521,3289448.919613,275363.492420,531.090673,-0.422056,2.780005,-88.922188
407120.168521,3289448.927802,275363.155700,531.091449,-0.407567,2.778688,-88.920855
407120.173521,3289448.936000,275362.818988,531.092215,-0.394171,2.777152,-88.919521
407120.178521,3289448.944201,275362.482281,531.092975,-0.379858,2.775184,-88.917309
407120.183521,3289448.952405,275362.145579,531.093728,-0.364692,2.772776,-88.915533
407120.188521,3289448.960619,275361.808877,531.094473,-0.351078,2.771021,-88.914199
407120.193521,3289448.968833,275361.472179,531.095216,-0.337047,2.768606,-88.913299
407120.198521,3289448.977053,275361.135483,531.095955,-0.322735,2.765981,-88.911085
407120.203521,3289448.985284,275360.798786,531.096690,-0.309525,2.763354,-88.909091
407120.208522,3289448.993521,275360.462085,531.097424,-0.297233,2.762470,-88.907982
407120.213522,3289449.001766,275360.125389,531.098155,-0.285160,2.761368,-88.906872
407120.218522,3289449.010019,275359.788696,531.098878,-0.273700,2.759832,-88.904885
407120.223522,3289449.018273,275359.452004,531.099590,-0.262532,2.758726,-88.904432
407120.228522,3289449.026526,275359.115314,531.100292,-0.250448,2.758279,-88.903106
407120.233522,3289449.034781,275358.778632,531.100986,-0.238135,2.756741,-88.901558
407120.238522,3289449.043035,275358.441952,531.101674,-0.225395,2.755201,-88.900228
407120.243522,3289449.051290,275358.105273,531.102358,-0.213103,2.753441,-88.899117
407120.248522,3289449.059547,275357.768599,531.103042,-0.201258,2.750806,-88.898222
407120.253522,3289449.067806,275357.431925,531.103726,-0.189382,2.748610,-88.896673
407120.258522,3289449.076072,275357.095250,531.104412,-0.177986,2.747067,-88.896001
407120.263522,3289449.084348,275356.758575,531.105095,-0.168109,2.746181,-88.895113
407120.268522,3289449.092625,275356.421905,531.105771,-0.157618,2.745510,-88.895100
407120.273523,3289449.100906,275356.085240,531.106440,-0.145971,2.744405,-88.893774
407120.278523,3289449.109195,275355.748583,531.107101,-0.135001,2.742643,-88.892884
407120.283523,3289449.117491,275355.411931,531.107761,-0.124250,2.741319,-88.891996
407120.288523,3289449.125792,275355.075283,531.108421,-0.113259,2.739995,-88.890670
407120.293523,3289449.134101,275354.738641,531.109077,-0.102706,2.737578,-88.889342
407120.298523,3289449.142412,275354.401994,531.109734,-0.092392,2.736034,-88.888454
407120.303523,3289449.150723,275354.065347,531.110396,-0.081693,2.734707,-88.888660
407120.308523,3289449.159042,275353.728701,531.111053,-0.071795,2.732945,-88.887335
407120.313523,3289449.167363,275353.392053,531.111706,-0.062366,2.731182,-88.886666
407120.318523,3289449.175684,275353.055397,531.112361,-0.053165,2.731385,-88.886218
407120.323523,3289449.184013,275352.718748,531.113013,-0.044652,2.731370,-88.886427
407120.328523,3289449.192347,275352.382101,531.113663,-0.035868,2.730700,-88.885541
407120.333523,3289449.200680,275352.045456,531.114311,-0.026481,2.730466,-88.885749
407120.338524,3289449.209015,275351.708817,531.114958,-0.016406,2.730232,-88.885301
407120.343524,3289449.217350,275351.372187,531.115610,-0.005239,2.729561,-88.884853
407120.348524,3289449.225686,275351.035567,531.116268,0.007250,2.727797,-88.884186
407120.353524,3289449.234027,275350.698945,531.116930,0.019302,2.726470,-88.883520
407120.358524,3289449.242371,275350.362327,531.117590,0.031083,2.724925,-88.883948
407120.363524,3289449.250721,275350.025710,531.118243,0.042916,2.722943,-88.883282
407120.368524,3289449.259076,275349.689094,531.118887,0.054271,2.720960,-88.883492
407120.373524,3289449.267441,275349.352480,531.119524,0.064543,2.719634,-88.883483
407120.378524,3289449.275813,275349.015868,531.120158,0.074805,2.718745,-88.883693
407120.383524,3289449.284191,275348.679255,531.120793,0.085535,2.718073,-88.883246
407120.388524,3289449.292578,275348.342646,531.121425,0.095557,2.716966,-88.883894
407120.393524,3289449.300966,275348.006040,531.122056,0.106932,2.716295,-88.883666
407120.398524,3289449.309359,275347.669439,531.122683,0.118953,2.715405,-88.883657
407120.403525,3289449.317762,275347.332844,531.123300,0.130755,2.714078,-88.883650
407120.408524,3289449.326167,275346.996250,531.123907,0.142557,2.712533,-88.883643
407120.413524,3289449.334574,275346.659657,531.124508,0.154369,2.710331,-88.883420
407120.418524,3289449.342989,275346.323062,531.125098,0.164870,2.708786,-88.883195
407120.423524,3289449.351412,275345.986470,531.125678,0.173779,2.707462,-88.884282
407120.428524,3289449.359835,275345.649878,531.126254,0.182948,2.706792,-88.884493
407120.433524,3289449.368262,275345.313290,531.126826,0.192325,2.705685,-88.884924
407120.438524,3289449.376696,275344.976701,531.127389,0.200838,2.705452,-88.885133
407120.443524,3289449.385129,275344.640118,531.127938,0.209966,2.704785,-88.886219
407120.448524,3289449.393564,275344.303538,531.128473,0.220446,2.704115,-88.886430
407120.453524,3289449.402006,275343.966965,531.128996,0.230687,2.703228,-88.887079
407120.458524,3289449.410453,275343.630398,531.129511,0.241157,2.701466,-88.887514
407120.463524,3289449.418903,275343.293824,531.130015,0.251876,2.700357,-88.887289
407120.468525,3289449.427358,275342.957249,531.130513,0.262534,2.699254,-88.888378
407120.473525,3289449.435824,275342.620670,531.131003,0.272577,2.698802,-88.888589
407120.478525,3289449.444296,275342.284094,531.131484,0.282808,2.697917,-88.889458
407120.483525,3289449.452780,275341.947517,531.131960,0.292185,2.697685,-88.889886
407120.488525,3289449.461278,275341.610945,531.132427,0.300001,2.697020,-88.890973
407120.493525,3289449.469785,275341.274372,531.132886,0.308057,2.697227,-88.891618
407120.498525,3289449.478300,275340.937808,531.133333,0.316082,2.696563,-88.892924
407120.503525,3289449.486828,275340.601254,531.133769,0.323481,2.695458,-88.893576
407120.508525,3289449.495358,275340.264702,531.134200,0.331558,2.694789,-88.893789
407120.513525,3289449.503892,275339.928156,531.134625,0.340477,2.694123,-88.894657
407120.518525,3289449.512433,275339.591610,531.135042,0.349000,2.693015,-88.894654
407120.523525,3289449.520969,275339.255068,531.135456,0.358336,2.691259,-88.895967
407120.528525,3289449.529507,275338.918523,531.135860,0.367922,2.690592,-88.896617
407120.533525,3289449.538052,275338.581984,531.136249,0.376592,2.688620,-88.898151
407120.538526,3289449.546600,275338.245437,531.136629,0.385293,2.688173,-88.899019
407120.543526,3289449.555157,275337.908889,531.137000,0.393724,2.688390,-88.900976
407120.548526,3289449.563728,275337.572339,531.137358,0.400885,2.688601,-88.902058
407120.553526,3289449.572300,275337.235790,531.137706,0.408920,2.688375,-88.903144
407120.558526,3289449.580879,275336.899242,531.138045,0.417820,2.688806,-88.904443
407120.563526,3289449.589471,275336.562696,531.138371,0.425626,2.689456,-88.905741
407120.568526,3289449.598068,275336.226156,531.138687,0.433870,2.689451,-88.907043
407120.573526,3289449.606670,275335.889618,531.138997,0.442998,2.689443,-88.908127
407120.578526,3289449.615282,275335.553086,531.139296,0.451002,2.688349,-88.909875
407120.583526,3289449.623899,275335.216552,531.139583,0.459037,2.688342,-88.910959
407120.588526,3289449.632514,275334.880019,531.139857,0.468363,2.687902,-88.912484
407120.593526,3289449.641139,275334.543483,531.140122,0.476846,2.688113,-88.913347
407120.598526,3289449.649770,275334.206951,531.140377,0.484383,2.688992,-88.915736
407120.603527,3289449.658411,275333.870422,531.140619,0.491961,2.689864,-88.917250
407120.608527,3289449.667059,275333.533899,531.140851,0.499767,2.688767,-88.918562
407120.613527,3289449.675715,275333.197375,531.141079,0.507136,2.688545,-88.919866
407120.618527,3289449.684375,275332.860851,531.141298,0.514465,2.690079,-88.922030
407120.623527,3289449.693040,275332.524338,531.141504,0.522251,2.690079,-88.923770
407120.628527,3289449.701701,275332.187828,531.141701,0.532055,2.688759,-88.924428
407120.633527,3289449.710363,275331.851315,531.141896,0.542234,2.688543,-88.926389
407120.638527,3289449.719036,275331.514802,531.142077,0.551301,2.688988,-88.928781
407120.643527,3289449.727709,275331.178296,531.142248,0.561272,2.687897,-88.930532
407120.648527,3289449.736387,275330.841785,531.142415,0.571503,2.687890,-88.931397
407120.653527,3289449.745083,275330.505278,531.142570,0.578801,2.688341,-88.934226
407120.658527,3289449.753787,275330.168769,531.142708,0.585962,2.689211,-88.935301
407120.663527,3289449.762491,275329.832266,531.142830,0.594602,2.689218,-88.937479
407120.668528,3289449.771210,275329.495768,531.142939,0.602180,2.689437,-88.938998
407120.673528,3289449.779935,275329.159272,531.143036,0.609529,2.689877,-88.940733
407120.678528,3289449.788655,275328.822779,531.143128,0.619063,2.689881,-88.942473
407120.683528,3289449.797381,275328.486285,531.143210,0.628638,2.689656,-88.943340
407120.688528,3289449.806110,275328.149791,531.143282,0.637268,2.689449,-88.945739
407120.693528,3289449.814841,275327.813293,531.143338,0.646386,2.689667,-88.947039
407120.698528,3289449.823575,275327.476797,531.143379,0.655472,2.689018,-88.949005
407120.703528,3289449.832317,275327.140296,531.143409,0.663487,2.689677,-88.950519
407120.708528,3289449.841064,275326.803797,531.143429,0.670577,2.691221,-88.953116
407120.713528,3289449.849818,275326.467302,531.143438,0.677281,2.692317,-88.954625
407120.718528,3289449.858572,275326.130814,531.143436,0.684879,2.692096,-88.955711
407120.723528,3289449.867330,275325.794329,531.143425,0.692437,2.692979,-88.957659
407120.728528,3289449.876098,275325.457848,531.143403,0.699359,2.694075,-88.959167
407120.733529,3289449.884863,275325.121380,531.143368,0.707592,2.693204,-88.960699
407120.738529,3289449.893626,275324.784911,531.143320,0.717177,2.692322,-88.961356
407120.743529,3289449.902397,275324.448445,531.143262,0.725837,2.691892,-88.963102
407120.748529,3289449.911177,275324.111979,531.143189,0.732977,2.691678,-88.964625
407120.753529,3289449.919955,275323.775512,531.143105,0.741241,2.691237,-88.965496
407120.758529,3289449.928740,275323.439042,531.143013,0.748610,2.691675,-88.966793
407120.763529,3289449.937535,275323.102575,531.142907,0.753993,2.692557,-88.968521
407120.768529,3289449.946331,275322.766112,531.142787,0.760061,2.692775,-88.969602
407120.773529,3289449.955128,275322.429655,531.142652,0.766805,2.691676,-88.970262
407120.778529,3289449.963930,275322.093200,531.142504,0.772675,2.691451,-88.970911
407120.783529,3289449.972731,275321.756745,531.142342,0.778952,2.692327,-88.972202
407120.788529,3289449.981529,275321.420297,531.142166,0.786581,2.692318,-88.972629
407120.793529,3289449.990328,275321.083855,531.141977,0.794438,2.691213,-88.972853
407120.798530,3289449.999127,275320.747412,531.141775,0.802264,2.690773,-88.973724
407120.803530,3289450.007927,275320.410970,531.141554,0.810330,2.690545,-88.974154
407120.808530,3289450.016728,275320.074532,531.141313,0.818406,2.689222,-88.974381
407120.813530,3289450.025532,275319.738092,531.141059,0.826264,2.689209,-88.974589
407120.818530,3289450.034343,275319.401655,531.140789,0.833643,2.689428,-88.975670
407120.823530,3289450.043163,275319.065220,531.140497,0.840200,2.689413,-88.975660
407120.828530,3289450.051986,275318.728789,531.140185,0.846964,2.688527,-88.975881
407120.833530,3289450.060815,275318.392355,531.139857,0.853521,2.688949,-88.975864
407120.838530,3289450.069647,275318.055921,531.139514,0.860079,2.689807,-88.975841
407120.843530,3289450.078480,275317.719484,531.139161,0.866865,2.691100,-88.975592
407120.848530,3289450.087315,275317.383051,531.138796,0.873412,2.691525,-88.975793
407120.853530,3289450.096151,275317.046621,531.138418,0.880406,2.691728,-88.975780
407120.858530,3289450.104991,275316.710197,531.138023,0.887181,2.691276,-88.975776
407120.863531,3289450.113837,275316.373780,531.137610,0.893320,2.689724,-88.975352
407120.868531,3289450.122686,275316.037363,531.137183,0.899251,2.689261,-88.974692
407120.873531,3289450.131545,275315.700949,531.136741,0.904715,2.689465,-88.974678
407120.878531,3289450.140414,275315.364535,531.136282,0.909347,2.690091,-88.973783
407120.883531,3289450.149282,275315.028125,531.135814,0.915030,2.690732,-88.973762
407120.888531,3289450.158158,275314.691718,531.135337,0.920973,2.692014,-88.972855
407120.893531,3289450.167044,275314.355320,531.134848,0.925802,2.692209,-88.972404
407120.898531,3289450.175928,275314.018928,531.134352,0.931972,2.691740,-88.971307
407120.903531,3289450.184814,275313.682540,531.133846,0.938340,2.690621,-88.970658
407120.908531,3289450.193706,275313.346156,531.133329,0.944073,2.688839,-88.969582
407120.913531,3289450.202597,275313.009769,531.132799,0.950014,2.687717,-88.968715
407120.918531,3289450.211492,275312.673383,531.132258,0.955965,2.686372,-88.967633
407120.923531,3289450.220396,275312.336994,531.131705,0.960835,2.685898,-88.966317
407120.928531,3289450.229300,275312.000605,531.131140,0.965862,2.686320,-88.966299
407120.933532,3289450.238209,275311.664214,531.130561,0.971179,2.686934,-88.964746
407120.938532,3289450.247127,275311.327827,531.129968,0.975810,2.686685,-88.963865
407120.943532,3289450.256052,275310.991441,531.129363,0.980223,2.687311,-88.962968
407120.948532,3289450.264979,275310.655066,531.128744,0.985062,2.687284,-88.962301
407120.953532,3289450.273909,275310.318694,531.128112,0.991065,2.686576,-88.960115
407120.958532,3289450.282844,275309.982325,531.127466,0.996579,2.685449,-88.959029
407120.963532,3289450.291788,275309.645960,531.126806,1.001417,2.684766,-88.958374
407120.968532,3289450.300736,275309.309598,531.126124,1.005849,2.683854,-88.957067
407120.973532,3289450.309684,275308.973238,531.125427,1.010926,2.682508,-88.955985
407120.978532,3289450.318642,275308.636871,531.124723,1.015349,2.683129,-88.954870
407120.983532,3289450.327612,275308.300507,531.124003,1.018638,2.684203,-88.954621
407120.988532,3289450.336590,275307.964143,531.123266,1.021770,2.684816,-88.953068
407120.993532,3289450.345580,275307.627788,531.122512,1.024652,2.683911,-88.952198
407120.998532,3289450.354583,275307.291434,531.121739,1.026670,2.683876,-88.951094
407121.003532,3289450.363586,275306.955080,531.120965,1.028701,2.683626,-88.950429
407121.008532,3289450.372597,275306.618719,531.120150,1.030958,2.683583,-88.948888
407121.013532,3289450.381627,275306.282376,531.119314,1.032538,2.682456,-88.947803
407121.018532,3289450.390662,275305.946033,531.118460,1.034129,2.681980,-88.946488
407121.023532,3289450.399700,275305.609685,531.117587,1.035929,2.682163,-88.945380
407121.028532,3289450.408744,275305.273345,531.116695,1.037478,2.681266,-88.944948
407121.033532,3289450.417798,275304.937006,531.115790,1.038851,2.680790,-88.943633
407121.038532,3289450.426861,275304.600669,531.114870,1.039745,2.680548,-88.943189
407121.043532,3289450.435934,275304.264325,531.113933,1.040244,2.681383,-88.941850
407121.048532,3289450.445014,275303.927989,531.112979,1.040712,2.681137,-88.941187
407121.053532,3289450.454103,275303.591657,531.112005,1.041210,2.681098,-88.939864
407121.058532,3289450.463200,275303.255325,531.111016,1.041480,2.681282,-88.938756
407121.063533,3289450.472305,275302.918997,531.110017,1.041282,2.681695,-88.938300
407121.068533,3289450.481417,275302.582676,531.109007,1.041333,2.681442,-88.937200
407121.073533,3289450.490532,275302.246357,531.107982,1.041602,2.680532,-88.936112
407121.078533,3289450.499652,275301.910034,531.106941,1.042100,2.680493,-88.934789
407121.083533,3289450.508776,275301.573712,531.105887,1.042349,2.680029,-88.934130
407121.088533,3289450.517907,275301.237388,531.104818,1.042192,2.680208,-88.932803
407121.093533,3289450.527043,275300.901066,531.103735,1.042193,2.680849,-88.932781
407121.098533,3289450.536186,275300.564748,531.102642,1.041995,2.681481,-88.932321
407121.103533,3289450.545339,275300.228435,531.101543,1.041380,2.680794,-88.931448
407121.108533,3289450.554502,275299.892121,531.100438,1.040318,2.681422,-88.930769
407121.113533,3289450.563673,275299.555810,531.099323,1.039226,2.682500,-88.930739
407121.118533,3289450.572850,275299.219500,531.098200,1.039070,2.683335,-88.929400
407121.123533,3289450.582037,275298.883196,531.097065,1.038882,2.683307,-88.928733
407121.128534,3289450.591238,275298.546892,531.095919,1.038028,2.683503,-88.928281
407121.133534,3289450.600449,275298.210587,531.094757,1.036519,2.683698,-88.927830
407121.138534,3289450.609669,275297.874290,531.093580,1.035009,2.682801,-88.927398
407121.143534,3289450.618898,275297.537990,531.092396,1.033072,2.682337,-88.926739
407121.148534,3289450.628140,275297.201689,531.091204,1.029555,2.682985,-88.927154
407121.153534,3289450.637396,275296.865382,531.089994,1.025206,2.684928,-88.926671
407121.158534,3289450.646660,275296.529086,531.088770,1.021033,2.685576,-88.927086
407121.163534,3289450.655935,275296.192792,531.087535,1.017141,2.686201,-88.926189
407121.168534,3289450.665217,275295.856500,531.086287,1.013217,2.687056,-88.925945
407121.173534,3289450.674509,275295.520209,531.085029,1.008639,2.688348,-88.925692
407121.178534,3289450.683802,275295.183926,531.083762,1.005132,2.688555,-88.925897
407121.183534,3289450.693096,275294.847646,531.082491,1.002748,2.687876,-88.925460
407121.188534,3289450.702400,275294.511357,531.081208,0.999042,2.687857,-88.925231
407121.193535,3289450.711713,275294.175069,531.079911,0.994412,2.688513,-88.926085
407121.198535,3289450.721029,275293.838779,531.078602,0.990260,2.689590,-88.926055
407121.203535,3289450.730354,275293.502488,531.077284,0.985890,2.690668,-88.926026
407121.208535,3289450.739695,275293.166191,531.075959,0.979793,2.693049,-88.925537
407121.213535,3289450.749046,275292.829897,531.074623,0.972968,2.695237,-88.926583
407121.218535,3289450.758406,275292.493609,531.073277,0.966839,2.697192,-88.926758
407121.223535,3289450.767772,275292.157326,531.071927,0.960959,2.698044,-88.926296
407121.228535,3289450.777146,275291.821043,531.070574,0.954602,2.699347,-88.926701
407121.233535,3289450.786531,275291.484767,531.069215,0.947806,2.700432,-88.927110
407121.238535,3289450.795918,275291.148494,531.067853,0.942124,2.701072,-88.927089
407121.243535,3289450.805309,275290.812218,531.066489,0.936890,2.701927,-88.926845
407121.248535,3289450.814711,275290.475942,531.065123,0.930085,2.703234,-88.927470
407121.253535,3289450.824123,275290.139667,531.063755,0.922416,2.705192,-88.927865
407121.258536,3289450.833541,275289.803396,531.062386,0.914955,2.706717,-88.928487
407121.263536,3289450.842971,275289.467121,531.061013,0.906682,2.708221,-88.927796
407121.268536,3289450.852404,275289.130847,531.059642,0.898326,2.710190,-88.928848
407121.273536,3289450.861844,275288.794576,531.058271,0.890221,2.712804,-88.929234
407121.278536,3289450.871291,275288.458314,531.056898,0.882135,2.713881,-88.929207
407121.283536,3289450.880738,275288.122051,531.055528,0.874924,2.715614,-88.929170
407121.288536,3289450.890190,275287.785789,531.054158,0.867473,2.717354,-88.929570
407121.293536,3289450.899647,275287.449531,531.052785,0.859574,2.718223,-88.930203
407121.298536,3289450.909101,275287.113269,531.051412,0.852154,2.719078,-88.929961
407121.303536,3289450.918560,275286.777005,531.050040,0.844703,2.720381,-88.930369
407121.308536,3289450.928028,275286.440743,531.048667,0.836379,2.722120,-88.930770
407121.313536,3289450.937502,275286.104480,531.047296,0.827388,2.724300,-88.931385
407121.318536,3289450.946981,275285.768219,531.045927,0.818199,2.726036,-88.931568
407121.323536,3289450.956464,275285.431964,531.044562,0.809000,2.727556,-88.931973
407121.328537,3289450.965952,275285.095710,531.043200,0.800019,2.729514,-88.932373
407121.333537,3289450.975445,275284.759457,531.041839,0.791070,2.731681,-88.932113
407121.338537,3289450.984942,275284.423210,531.040476,0.782100,2.733199,-88.932301
407121.343537,3289450.994443,275284.086968,531.039110,0.773140,2.734057,-88.932278
407121.348537,3289451.003941,275283.750729,531.037739,0.765043,2.734701,-88.932478
407121.353537,3289451.013441,275283.414489,531.036364,0.756759,2.735117,-88.932024
407121.358537,3289451.022947,275283.078253,531.034988,0.748006,2.735323,-88.932230
407121.363537,3289451.032456,275282.742011,531.033616,0.739056,2.736835,-88.931981
407121.368537,3289451.041971,275282.405770,531.032248,0.729431,2.739007,-88.932161
407121.373537,3289451.051490,275282.069529,531.030885,0.719607,2.740956,-88.931907
407121.378537,3289451.061013,275281.733292,531.029525,0.710012,2.742465,-88.931440
407121.383537,3289451.070541,275281.397061,531.028161,0.700396,2.743761,-88.931414
407121.388537,3289451.080069,275281.060833,531.026794,0.691020,2.745489,-88.930944
407121.393538,3289451.089592,275280.724611,531.025425,0.683153,2.746567,-88.930921
407121.398538,3289451.099119,275280.388400,531.024054,0.675555,2.746320,-88.929819
407121.403538,3289451.108648,275280.052190,531.022685,0.667500,2.746078,-88.929155
407121.408537,3289451.118178,275279.715976,531.021318,0.659226,2.746492,-88.928483
407121.413537,3289451.127713,275279.379766,531.019948,0.650287,2.746691,-88.928032
407121.418537,3289451.137250,275279.043554,531.018576,0.641149,2.747540,-88.927137
407121.423537,3289451.146788,275278.707338,531.017203,0.631742,2.749931,-88.927319
407121.428537,3289451.156335,275278.371125,531.015825,0.621262,2.751224,-88.927075
407121.433537,3289451.165883,275278.034916,531.014443,0.611251,2.751418,-88.926187
407121.438537,3289451.175432,275277.698708,531.013058,0.602540,2.752052,-88.925514
407121.443537,3289451.184993,275277.362499,531.011669,0.592540,2.753336,-88.924395
407121.448537,3289451.194555,275277.026290,531.010277,0.582539,2.754621,-88.923278
407121.453537,3289451.204114,275276.690085,531.008883,0.573402,2.756127,-88.922377
407121.458538,3289451.213677,275276.353886,531.007484,0.563610,2.756977,-88.921482
407121.463538,3289451.223240,275276.017687,531.006078,0.552943,2.757609,-88.920590
407121.468538,3289451.232797,275275.681492,531.004666,0.543587,2.758022,-88.919700
407121.473538,3289451.242357,275275.345300,531.003251,0.534044,2.758648,-88.918152
407121.478538,3289451.251918,275275.009110,531.001836,0.523586,2.759720,-88.917475
407121.483538,3289451.261472,275274.672916,531.000423,0.514262,2.760783,-88.915923
407121.488538,3289451.271028,275274.336727,530.999014,0.505594,2.761847,-88.914372
407121.493538,3289451.280591,275274.000539,530.997602,0.495364,2.763135,-88.913475
407121.498538,3289451.290155,275273.664350,530.996189,0.484937,2.764639,-88.912138
407121.503538,3289451.299718,275273.328166,530.994772,0.475384,2.765924,-88.910804
407121.508538,3289451.309284,275272.991985,530.993351,0.466290,2.766768,-88.909036
407121.513538,3289451.318853,275272.655804,530.991925,0.456049,2.767840,-88.908360
407121.518538,3289451.328420,275272.319622,530.990495,0.446507,2.768469,-88.906813
407121.523539,3289451.337989,275271.983440,530.989062,0.437641,2.768875,-88.904830
407121.528539,3289451.347566,275271.647257,530.987632,0.427662,2.770160,-88.903278
407121.533539,3289451.357147,275271.311071,530.986211,0.416777,2.772979,-88.902371
407121.538539,3289451.366731,275270.974894,530.984794,0.405903,2.774705,-88.901254
407121.543539,3289451.376323,275270.638723,530.983376,0.395331,2.774888,-88.898398
407121.548539,3289451.385920,275270.302554,530.981955,0.384238,2.775739,-88.897287
407121.553539,3289451.395518,275269.966384,530.980534,0.373166,2.778118,-88.895729
407121.558539,3289451.405114,275269.630223,530.979114,0.363437,2.779182,-88.893524
407121.563539,3289451.414709,275269.294065,530.977697,0.354177,2.779586,-88.890666
407121.568539,3289451.424304,275268.957899,530.976283,0.344209,2.781308,-88.888894
407121.573539,3289451.433898,275268.621733,530.974872,0.334012,2.783032,-88.887342
407121.578539,3289451.443487,275268.285574,530.973462,0.324512,2.783440,-88.884922
407121.583539,3289451.453077,275267.949418,530.972055,0.314554,2.783851,-88.882940
407121.588540,3289451.462667,275267.613257,530.970655,0.303701,2.785794,-88.881387
407121.593540,3289451.472257,275267.277101,530.969257,0.292858,2.786863,-88.879620
407121.598540,3289451.481846,275266.940947,530.967863,0.282954,2.787488,-88.876543
407121.603540,3289451.491436,275266.604794,530.966474,0.272767,2.788775,-88.874776
407121.608540,3289451.501029,275266.268641,530.965093,0.262175,2.791153,-88.872347
407121.613540,3289451.510620,275265.932496,530.963714,0.252217,2.792222,-88.870363
407121.618540,3289451.520211,275265.596352,530.962339,0.243406,2.793067,-88.867285
407121.623540,3289451.529803,275265.260204,530.960969,0.233875,2.794575,-88.865518
407121.628540,3289451.539395,275264.924054,530.959605,0.223917,2.795863,-88.863533
407121.633540,3289451.548980,275264.587904,530.958249,0.215314,2.796930,-88.860673
407121.638540,3289451.558570,275264.251752,530.956897,0.205836,2.798434,-88.857813
407121.643540,3289451.568165,275263.915597,530.955552,0.194786,2.801471,-88.855822
407121.648540,3289451.577758,275263.579449,530.954212,0.183966,2.803197,-88.853618
407121.653541,3289451.587352,275263.243308,530.952878,0.174073,2.803828,-88.850323
407121.658541,3289451.596948,275262.907170,530.951545,0.163678,2.805118,-88.848339
407121.663541,3289451.606545,275262.571031,530.950215,0.152879,2.807281,-88.845697
407121.668541,3289451.616137,275262.234901,530.948887,0.143620,2.808570,-88.842838
407121.673541,3289451.625727,275261.898775,530.947562,0.135508,2.809201,-88.838887
